word,synonyms,Kannada,English,Hindi
रक्षस्,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
गन्धर्व,गन्धर्व,"ಚೌರಿ ಮೃಗ, ಕಡವೆ,",General name for a beast,चौरि मृग
किन्नर,किन्नर किम्पुरुष तुरङ्गवदन मयु,ಕಿನ್ನರರು,Kinnaras,कुबेर के दूत
पिशाच,पिशाच,ದೇವತೆಗಳೇ ಉತ್ಪತ್ತಿ ಸ್ಥಾನವಾಗಿ ಉಳ್ಳವರು,Offspring of celestials,पिशाच
गुह्यक,कुबेर त्र्यम्बकसख यक्षराज् गुह्यकेश्वर मनुष्यधर्मन् धनद राजराज धनाधिप किन्नरेश वैश्रवण पौलस्त्य नरवाहन यक्ष एकपिङ्ग ऐलविल श्रीद पुण्यजनेश्वर,ಕುಬೇರ,Kubera,कुबेर
सिद्ध,सिद्धार्थ,ಬಿಳಿಯ ಸಾಸವೆ,White mustard,सफेद सरसों
भूत,विभीतक अक्ष तुष कर्षफल भूतावास कलिद्रुम,ತಾರೆ ಗಿಡ,The plant Terminalia beleria,बहैड़ा
असुर,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
दैत्य,तालपर्णी दैत्या गन्धकुटी मुरा गन्धिनी,ಮುಲೆಯೆಂಬ ಗಂದಿಗರ ದಿನಸು,A kind of drug,मुरा
दैतेय,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
दनुज,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
इन्द्रारि,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
दानव,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
शुक्रशिष्य,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
दितिसुत,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
पूर्वदेव,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
सुरद्विष्,असुर दैत्य दैतेय दनुज इन्द्रारि दानव शुक्रशिष्य दितिसुत पूर्वदेव सुरद्विष्,ಅಸುರರು,Asuras,असुरों
सर्वज्ञ,शिव शम्भु ईश पशुपति शूलिन् महेश्वर ईश्वर शर्व ईशान शङ्कर चन्द्रशेखर भूतेश खण्डपरशु गिरीश गिरिश मृड मृत्युञ्जय कृत्तिवासस् पिनाकिन् प्रमथाधिप उग्र कपर्दिन् श्रीकण्ठ शितिकण्ठ कपालभृत् वामदेव महादेव विरूपाक्ष त्रिलोचन कृशानुरेतस् सर्वज्ञ धूर्जटि नीलल,b'',b'',b''
सुगत,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
बुद्ध,बुद्ध बुधित मनित विदित प्रतिपन्न अवसित अवगत,None,None,None
धर्मराज,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
तथागत,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
समन्तभद्र,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
भगवत्,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
मारजित्,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
लोकजित्,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
जिन,राजवंश्य राजबीजिन्,ರಾಜವಂಶದಲ್ಲಿ ಹುಟ್ಟಿದವನು,One of royal descent,राजकुल में उत्पन्न व्यक्ति
षडभिज्ञ,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
दशबल,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
अद्वयवादिन्,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
विनायक,विनायक विघ्नराज द्वैमातुर गणाधिप एकदन्त हेरम्ब लम्बोदर गजानन,ಶಿವಪುತ್ರನಾದ ಗಣಪತಿ,"Ganesha, Shiva's son",गणेश
मुनीन्द,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
श्रीघन,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
शास्तृ,बुद्ध सर्वज्ञ सुगत धर्मराज तथागत समन्तभद्र भगवत् मारजित् लोकजित् जिन षडभिज्ञ दशबल अद्वयवादिन् विनायक मुनीन्द्र श्रीघन शास्तृ मुनि,ಬುದ್ಧ,Buddha is a famouse saint of the history he is caz;fedfafdgs<nl>ghfskl rrrtt ,बुद्ध
मुनि,तपस्विन् तापस पारिकाङ्क्षिन् वाचंयम मुनि,"ತಪಸ್ಸುಳ್ಳವನು, ಮೌನವ್ರತವುಳ್ಳವನು","Ascetic, devotee, One who has taken a vow not to speak",तपस्वी
शाक्यमुनि,शाक्यमुनि शाक्यसिंह सर्वार्थसिद्ध शौद्धोदनि गौतम अर्कबन्धु मायादेवीसुत,ಶಾಕ್ಯರಿಗೆ ಯಾರು ಪೂಜ್ಯನೋ ಅಂಥಾ ಬುದ್ಧ ದೇವರು,The Buddha of Shakya Muni,बुद्ध
शाक्यसिंह,शाक्यमुनि शाक्यसिंह सर्वार्थसिद्ध शौद्धोदनि गौतम अर्कबन्धु मायादेवीसुत,ಶಾಕ್ಯರಿಗೆ ಯಾರು ಪೂಜ್ಯನೋ ಅಂಥಾ ಬುದ್ಧ ದೇವರು,The Buddha of Shakya Muni,बुद्ध
सर्वार्थसिद्ध,शाक्यमुनि शाक्यसिंह सर्वार्थसिद्ध शौद्धोदनि गौतम अर्कबन्धु मायादेवीसुत,ಶಾಕ್ಯರಿಗೆ ಯಾರು ಪೂಜ್ಯನೋ ಅಂಥಾ ಬುದ್ಧ ದೇವರು,The Buddha of Shakya Muni,बुद्ध
शौद्धोदनि,शाक्यमुनि शाक्यसिंह सर्वार्थसिद्ध शौद्धोदनि गौतम अर्कबन्धु मायादेवीसुत,ಶಾಕ್ಯರಿಗೆ ಯಾರು ಪೂಜ್ಯನೋ ಅಂಥಾ ಬುದ್ಧ ದೇವರು,The Buddha of Shakya Muni,बुद्ध
गौतम,गौतमी,ಗೌತಮಿ,The Goutami,गौतमी
अर्कबन्धु,शाक्यमुनि शाक्यसिंह सर्वार्थसिद्ध शौद्धोदनि गौतम अर्कबन्धु मायादेवीसुत,ಶಾಕ್ಯರಿಗೆ ಯಾರು ಪೂಜ್ಯನೋ ಅಂಥಾ ಬುದ್ಧ ದೇವರು,The Buddha of Shakya Muni,बुद्ध
मायादेवीसुत,शाक्यमुनि शाक्यसिंह सर्वार्थसिद्ध शौद्धोदनि गौतम अर्कबन्धु मायादेवीसुत,ಶಾಕ್ಯರಿಗೆ ಯಾರು ಪೂಜ್ಯನೋ ಅಂಥಾ ಬುದ್ಧ ದೇವರು,The Buddha of Shakya Muni,बुद्ध
ब्रह्मन्,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
आत्मभू,मन्मथ मदन मार प्रद्युम्न मीनकेतन कन्दर्प दर्पक अनङ्ग काम पञ्चशर स्मर शम्बरारि मनसिज कुसुमेषु अनन्यज पुष्पधन्वन् रतिपति मकरध्वज आत्मभू ब्रह्मसू विश्वकेतु अनिरुद्ध उषापति शृङ्गारयोनि श्रीपुत्र शूर्पकाराति,ಮನ್ಮಥ,Manmatha (Cupid),मन्मथ
सुरज्येष्ठ,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
परमेष्ठिन्,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
पितामह,प्रपितामह,ತಾತ,Mother's grand-father,प्रपितामह
हिरण्यगर्भ,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
लोकेश,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
स्वयंभू,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
चतुरानन,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
धातृ,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
अब्जयोनि,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
द्रुहिण,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
विरिञ्चि,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
कमलासन,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
स्रष्टृ,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
प्रजापति,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
वेधस्,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
विधातृ,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
विश्वसृज्,ब्रह्मन् आत्मभू सुरज्येष्ठ परमेष्ठिन् पितामह हिरण्यगर्भ लोकेश स्वयंभू चतुरानन धातृ अब्जयोनि द्रुहिण विरिञ्चि कमलासन स्रष्टृ प्रजापति वेधस् विधातृ विश्वसृज् विधि शतानंद शतधृति विरिंच विरिंचन अज,ಬ್ರಹ್ಮ,Brahma,ब्रह्म
विधि,कल्प विधि क्रम,ಶಾಸ್ತ್ರೋಕ್ತವಾದ ವಿಧಾನ,A religious rule or sacred precept,शास्त्रोक्त विधि
विष्णु,भूष्णु भविष्णु भविता ,ಆಗುವವನು,"Being, being well",होनहार
नारायण,शतमूली बहुसुता अभीरु इन्दीवरी वरी ऋष्यप्रोक्ता अभीरुपत्री नारायणी शतावरी अहेरु,"ಪಿಲ್ಲ ಪಿಚ್ಚರ, ಆಸಡಿಯೆನ್ನುವರು",The plant Asparagus racemosa,शतावर
कृष्ण,कृष्णवेणी,ಕೃಷ್ಣವೇಣಿ,The Krishnaveni,कृष्णवेणी
वैकुण्ठ,विष्णु नारायण कृष्ण वैकुण्ठ विष्टरश्रवस् दामोदर हृषीकेश केशव माधव स्वभू दैत्यारि पुण्डरीकाक्ष गोविन्द गरुडध्वज पीताम्बर अच्युत शाङ्गिर्न् विष्वक्सेन जनार्धन उपेन्द्र इन्द्रावरज चक्रपाणि चतुर्भुज पद्मनाभ मधुरिपु वासुदेव त्रिविक्रम देवकीनन्दन शौरि श्,ವಿಷ್ಣು,Vishnu,विष्णु
विष्टरश्रवस्,विष्णु नारायण कृष्ण वैकुण्ठ विष्टरश्रवस् दामोदर हृषीकेश केशव माधव स्वभू दैत्यारि पुण्डरीकाक्ष गोविन्द गरुडध्वज पीताम्बर अच्युत शाङ्गिर्न् विष्वक्सेन जनार्धन उपेन्द्र इन्द्रावरज चक्रपाणि चतुर्भुज पद्मनाभ मधुरिपु वासुदेव त्रिविक्रम देवकीनन्दन शौरि श्,ವಿಷ್ಣು,Vishnu,विष्णु
दामोदर,विष्णु नारायण कृष्ण वैकुण्ठ विष्टरश्रवस् दामोदर हृषीकेश केशव माधव स्वभू दैत्यारि पुण्डरीकाक्ष गोविन्द गरुडध्वज पीताम्बर अच्युत शाङ्गिर्न् विष्वक्सेन जनार्धन उपेन्द्र इन्द्रावरज चक्रपाणि चतुर्भुज पद्मनाभ मधुरिपु वासुदेव त्रिविक्रम देवकीनन्दन शौरि श्,ವಿಷ್ಣು,Vishnu,विष्णु
